event_id,source,year,month,day,region,district,municipality,cause,deaths,missing,injured,people_affected,houses_destroyed,houses_affected,evacuated,roads_damaged_km,transport_affected,latitude,longitude,district_area_sq_km,elevation_m,terrain_relief_m,households_2011,population_2011,population_density_2011,rainfall_1d_mm,rainfall_3d_mm,rainfall_7d_mm,rainfall_30d_mm,rainy_days_7d,rainfall_7d_anomaly,basin_id,sub_basin_area_sq_km,upstream_area_sq_km,distance_to_outlet_km,basin_order,nearest_river_distance_km,river_average_discharge_cms,river_upstream_area_sq_km,river_strahler_order,local_elevation_m,local_relief_m,basin_rainfall_1d_mean_mm,basin_rainfall_1d_max_mm,basin_rainfall_3d_mean_mm,basin_rainfall_3d_max_mm,basin_rainfall_7d_mean_mm,basin_rainfall_7d_max_mm,basin_rainfall_3d_spread_mm,casualty_label_known,housing_label_known,transport_label_known,severe_label_known
episode-e13fb0c1cd2660fde4b1,Government of Nepal BIPAD Portal,2014,5,24,Eastern Region,Udayapur,Rautamai,FLOOD,2,0,0,0,0,0,0,0.0,False,26.93279,86.66463,2306.45,1037.0,610.0,66557.0,317532.0,137.6713130568623,1.97,2.19,2.59,40.69,1.0,0.201,4060900840,14880.1,63141.5,641.4,3.0,1.3378,0.346,12.6,1.0,1312.0,729.0,2.022,3.18,3.196,4.92,9.22,15.24,1.724,True,True,False,True
episode-eb13dfd4cc95cf702b01,Government of Nepal BIPAD Portal,2014,6,4,Mid-Western Region,Kalikot,Pachaljharana,FLOOD,1,0,0,0,0,0,0,0.0,False,29.21559,81.74506,1656.0,3551.0,2020.0,23013.0,136948.0,82.69806763285024,0.3,0.6,14.05,41.11,4.0,0.551,4060799260,22731.7,22732.3,1612.2,3.0,0.9432,0.684,21.0,2.0,3169.0,828.0,0.505,1.54,0.695,1.9,13.055,15.31,1.205,True,True,False,True
episode-9c133872457ac1c748ee,Government of Nepal BIPAD Portal,2014,6,7,Far Western Region,Bajura,Gaumul,FLOOD,3,0,1,0,11,120,0,0.0,False,29.5579,81.49045,2307.03,3895.0,2046.0,24908.0,134912.0,58.47865003922792,0.25,0.27,5.96,37.51,1.0,0.386,4060799160,7395.8,7395.8,1612.2,4.0,1.4943,2.194,52.4,1.0,2897.0,502.0,0.25,0.25,0.27,0.27,5.96,5.96,0.0,True,True,False,True
episode-2aa4768dd0ab06aff02b,Government of Nepal BIPAD Portal,2014,6,17,Central Region,Dolakha,Bigu,FLOOD,0,0,0,0,0,0,0,0.0,False,27.82349,86.22218,2154.64,1347.0,1587.0,45688.0,186557.0,86.58383767125831,1.75,12.31,21.64,96.15,5.0,1.444,4060863940,18194.2,18195.0,814.5,4.0,0.4824,69.789,2152.0,5.0,1566.0,645.0,3.959,11.1,19.977,30.76,32.499,48.56,10.783,True,True,False,True
episode-3ab0d2e7c55160cad341,Government of Nepal BIPAD Portal,2014,6,18,Far Western Region,Baitadi,Surnaya,FLOOD,1,0,0,0,0,0,0,0.0,False,29.50844,80.57647,1498.53,1565.0,543.0,45191.0,250898.0,167.42941415920936,5.44,16.95,21.56,56.36,4.0,1.139,4060840120,19506.7,19506.7,1389.6,4.0,0.0591,4.232,112.3,3.0,1370.0,340.0,5.04,6.91,11.51,16.95,14.053,21.56,5.44,True,True,False,True
episode-592822793e9d5af97d72,Government of Nepal BIPAD Portal,2014,6,18,Central Region,Mahottari,Aurahi,FLOOD,1,0,0,0,0,0,0,0.0,False,26.88482,85.81298,1004.92,105.0,73.0,111316.0,627580.0,624.5074234764957,10.1,28.56,45.67,189.15,6.0,1.59,4060901010,6457.1,6457.2,641.4,4.0,1.4485,2.65,106.7,2.0,107.0,13.0,9.375,10.1,26.68,28.56,43.64,45.67,1.88,True,True,False,True
episode-f8869dccd2b4578353e1,Government of Nepal BIPAD Portal,2014,6,19,Western Region,Gulmi,Resunga,FLOOD,0,0,0,0,0,0,0,0.0,False,28.09848,83.31058,1111.72,1154.0,370.0,64921.0,280160.0,252.00590076638002,18.69,30.67,50.76,166.34,6.0,1.709,4060905060,42541.3,42541.3,808.3,3.0,0.0294,0.202,4.0,1.0,979.0,466.0,9.56,27.73,21.063,45.19,43.082,66.75,24.127,True,True,False,True
episode-58f96b0f8a3b8ccacf16,Government of Nepal BIPAD Portal,2014,6,21,Central Region,Bara,Jitpur Simara,FLOOD,2,0,0,0,0,0,0,0.0,False,27.10642,85.06984,1277.31,114.0,64.0,108635.0,687708.0,538.4033633182235,21.64,36.26,86.79,219.2,7.0,2.561,4060909770,12984.7,12984.8,638.8,3.0,0.093,3.176,105.2,2.0,116.0,7.0,21.375,21.64,40.32,44.38,89.74,92.69,4.06,True,True,False,True
episode-9ce5a3e633543c580fc5,Government of Nepal BIPAD Portal,2014,7,5,Mid-Western Region,Surkhet,Barahtal,FLOOD,0,2,0,0,0,0,0,0.0,False,28.65047,81.50876,2495.6,1330.0,612.0,72863.0,350804.0,140.56900144253888,17.86,22.32,35.05,118.52,7.0,0.594,4060806930,13845.3,13845.7,1540.1,4.0,1.2859,0.387,13.6,1.0,951.0,312.0,16.252,21.63,26.857,40.45,69.43,121.95,13.593,True,True,False,True
episode-d008c898fbc870868ab2,Government of Nepal BIPAD Portal,2014,7,7,Mid-Western Region,Banke,Rapti Sonari,FLOOD,1,0,0,0,0,0,0,0.0,False,28.09534,81.84765,1886.48,178.0,124.0,94773.0,491313.0,260.439018701497,18.77,63.82,71.54,158.16,6.0,1.175,4060883570,25313.5,25313.6,1010.3,4.0,1.0578,1.643,78.7,2.0,189.0,27.0,10.506,18.77,60.272,64.43,90.388,106.05,4.158,True,True,False,True
episode-fe762ec0448e6c8e97e8,Government of Nepal BIPAD Portal,2014,7,11,Mid-Western Region,Dolpa,Shey Phoksundo,FLOOD,0,0,0,0,0,0,0,0.0,False,29.21277,83.03833,7972.55,4508.0,931.0,7488.0,36700.0,4.603295056161454,2.2,3.87,56.19,245.07,6.0,1.37,4060806930,13845.3,13845.7,1540.1,4.0,0.5671,0.265,17.2,1.0,4530.0,427.0,4.673,10.7,9.288,20.51,64.363,83.61,11.222,True,True,False,True
episode-987d10b6e454e1b67017,Government of Nepal BIPAD Portal,2014,7,12,Central Region,Chitwan,Bharatpur,FLOOD,1,0,0,0,0,0,0,0.0,False,27.61645,84.36001,2247.91,198.0,192.0,132462.0,579984.0,258.0103295950461,0.04,27.02,61.78,369.72,6.0,1.027,4060905060,42541.3,42541.3,808.3,3.0,0.2468,0.176,3.4,1.0,185.0,7.0,0.018,0.06,11.095,30.82,45.856,63.66,19.725,True,True,False,True
episode-f801d6e9f15582d5e5dd,Government of Nepal BIPAD Portal,2014,7,14,Eastern Region,Solukhumbu,Khumbu Pasanglhamu,FLOOD,0,0,0,0,0,0,0,0.0,False,27.72488,86.68194,3366.85,3144.0,1882.0,23785.0,105886.0,31.449574528119758,3.79,4.32,26.65,200.57,5.0,0.658,4060863940,18194.2,18195.0,814.5,4.0,1.5091,0.133,3.0,1.0,3974.0,749.0,5.774,12.11,6.59,13.72,28.899,52.13,7.13,True,True,False,True
episode-349b7b8636a09afd26d5,Government of Nepal BIPAD Portal,2014,7,18,Central Region,Sindhupalchok,Jugal,FLOOD,0,0,0,0,7,0,0,0.0,False,27.90711,85.75568,2498.42,2114.0,1717.0,66688.0,287798.0,115.19200134484994,0.93,7.21,27.84,140.75,4.0,0.918,4060863940,18194.2,18195.0,814.5,4.0,0.0213,0.409,9.5,1.0,1384.0,904.0,2.49,6.41,10.596,23.12,32.254,55.47,12.524,True,True,False,True
episode-545ccbbae629d1724c2d,Government of Nepal BIPAD Portal,2014,7,19,Eastern Region,Dhankuta,Dhankuta,FLOOD,0,1,0,0,0,0,0,0.0,False,27.00791,87.36671,902.79,1313.0,840.0,37637.0,163412.0,181.00776481795324,4.95,11.77,32.0,214.48,7.0,0.494,4060900840,14880.1,63141.5,641.4,3.0,0.0281,0.138,4.2,1.0,1006.0,379.0,5.446,5.82,12.544,16.41,31.436,36.48,3.866,True,True,False,True
episode-d4a33609fdaa43f355ae,Government of Nepal BIPAD Portal,2014,7,19,Far Western Region,Kanchanpur,Shuklaphanta National Park,FLOOD,1,0,0,0,0,0,0,0.0,False,28.84298,80.31147,1624.09,208.0,47.0,82152.0,451248.0,277.8466710588699,96.66,151.61,187.96,306.12,7.0,3.248,4060839990,7333.8,52899.9,1389.7,3.0,0.6145,0.913,39.5,1.0,201.0,21.0,69.457,96.66,123.89,151.61,169.313,187.96,27.72,True,True,False,True
episode-d5a36ed49f261eb54b3a,Government of Nepal BIPAD Portal,2014,7,19,Central Region,Sindhupalchok,Jugal,FLOOD,0,0,0,0,0,0,0,0.0,False,27.90711,85.75568,2498.42,2114.0,1717.0,66688.0,287798.0,115.19200134484994,2.51,6.53,30.23,141.69,5.0,0.997,4060863940,18194.2,18195.0,814.5,4.0,0.0213,0.409,9.5,1.0,1384.0,904.0,6.374,13.07,13.273,26.47,38.463,66.77,13.197,True,True,False,True
episode-4cf025f5cf589a37c4f5,Government of Nepal BIPAD Portal,2014,7,20,Far Western Region,Dadeldhura,Alital,FLOOD,1,0,0,0,21,0,0,0.0,False,29.20864,80.48616,1507.04,1820.0,1203.0,27045.0,142094.0,94.2868138868245,51.29,172.82,228.61,350.79,7.0,3.951,4060840120,19506.7,19506.7,1389.6,4.0,0.1839,0.19,6.2,1.0,1554.0,320.0,37.987,47.43,108.413,160.84,134.893,200.59,52.427,True,True,False,True
episode-fc67b58b8260cb3813e7,Government of Nepal BIPAD Portal,2014,7,20,Mid-Western Region,Dailekh,Mahabu,FLOOD,0,1,0,0,0,0,0,0.0,False,28.88537,81.67138,1479.55,946.0,547.0,48919.0,261770.0,176.92541651177723,25.45,84.38,136.15,263.96,7.0,2.898,4060799260,22731.7,22732.3,1612.2,3.0,0.2564,0.305,10.7,1.0,887.0,160.0,21.238,25.45,66.502,84.38,98.793,136.15,17.878,True,True,False,True
episode-8fcee605f9337a6fb594,Government of Nepal BIPAD Portal,2014,7,20,Far Western Region,Doti,Shikhar,FLOOD,0,1,0,0,0,0,0,0.0,False,29.18116,80.84086,2058.61,1772.0,1625.0,41440.0,211746.0,102.85872506205644,25.45,84.38,136.15,263.96,7.0,2.898,4060799160,7395.8,7395.8,1612.2,4.0,0.5287,0.191,4.7,1.0,1818.0,515.0,21.18,21.18,75.48,75.48,105.91,105.91,0.0,True,True,False,True
episode-1c3e74cb9685a7184a63,Government of Nepal BIPAD Portal,2014,7,20,Mid-Western Region,Jajarkot,Kushe,FLOOD,0,1,0,0,0,0,0,0.0,False,28.86981,82.19935,2229.95,1556.0,1747.0,30472.0,171304.0,76.81965963362408,29.96,96.91,150.41,283.38,7.0,3.131,4060806930,13845.3,13845.7,1540.1,4.0,0.2908,0.542,19.7,1.0,2203.0,288.0,19.512,29.96,75.795,96.91,141.588,171.01,21.115,True,True,False,True
episode-6e147a2103d08fc28dbc,Government of Nepal BIPAD Portal,2014,7,20,Far Western Region,Kailali,Gauriganga,FLOOD,1,0,0,0,0,0,0,0.0,False,28.74013,80.89463,3297.98,226.0,281.0,142480.0,775709.0,235.20730871624448,22.62,80.63,152.29,319.59,7.0,2.581,4060839990,7333.8,52899.9,1389.7,3.0,0.1039,2.9,90.3,3.0,182.0,42.0,36.977,51.29,129.807,172.82,194.777,228.61,43.013,True,True,False,True
episode-cdb4f05ab7dd96c93d96,Government of Nepal BIPAD Portal,2014,7,21,Central Region,Kathmandu,Kageshwori Manahora,FLOOD,0,1,0,0,0,0,0,0.0,False,27.69912,85.37856,415.64,1309.0,971.0,436344.0,1744240.0,4196.516215956116,13.33,31.86,69.16,289.38,7.0,1.359,4060901970,9894.8,9894.8,637.4,4.0,0.593,2.926,74.3,2.0,1320.0,43.0,7.99,7.99,23.75,23.75,50.74,50.74,0.0,True,True,False,True
episode-fa870ad5d9c2407b708b,Government of Nepal BIPAD Portal,2014,7,23,Western Region,Rupandehi,Tilottama,FLOOD,1,0,0,0,0,0,0,0.0,False,27.57833,83.42932,1309.82,110.0,23.0,163916.0,880196.0,671.9976790704067,16.77,42.08,139.85,412.67,7.0,1.989,4060883570,25313.5,25313.6,1010.3,4.0,1.043,23.746,621.1,4.0,115.0,5.0,22.634,37.69,54.84,74.1,161.448,182.32,19.26,True,True,False,True
episode-6ffed28e99eff015d022,Government of Nepal BIPAD Portal,2014,7,24,Western Region,Nawalparasi East,Madhyabindu,FLOOD,1,0,0,0,0,0,0,0.0,False,27.61064,84.00745,2160.14,182.0,262.0,128793.0,643508.0,297.9010619682058,10.52,39.86,132.62,421.08,7.0,1.886,4060905060,42541.3,42541.3,808.3,3.0,0.7033,6.318,130.8,3.0,167.0,90.0,13.544,17.83,48.116,53.59,126.028,171.38,5.474,True,True,False,True
episode-e06d80f11160e2f8c60f,Government of Nepal BIPAD Portal,2014,7,26,Mid-Western Region,Jajarkot,Kushe,FLOOD,0,2,0,0,0,0,0,0.0,False,28.86981,82.19935,2229.95,1556.0,1747.0,30472.0,171304.0,76.81965963362408,9.55,32.76,119.53,345.43,7.0,2.488,4060806930,13845.3,13845.7,1540.1,4.0,0.2908,0.542,19.7,1.0,2203.0,288.0,12.228,16.05,31.593,41.88,109.64,142.6,10.287,True,True,False,True
episode-9abed71d528facbd0052,Government of Nepal BIPAD Portal,2014,7,27,Central Region,Rasuwa,Gosaikunda,FLOOD,1,0,0,0,0,0,0,0.0,False,28.1755,85.46091,1528.33,4344.0,2822.0,9778.0,43300.0,28.331577604313207,3.74,19.04,76.67,290.46,7.0,2.041,4060905060,42541.3,42541.3,808.3,3.0,1.2074,0.569,13.2,1.0,4405.0,1038.0,6.535,13.0,22.198,29.14,86.324,106.04,6.942,True,True,False,True
episode-5f7697631eb2895b1e88,Government of Nepal BIPAD Portal,2014,7,29,Far Western Region,Achham,Kamalbazar,FLOOD,1,0,2,0,0,0,0,0.0,False,29.06417,81.30663,1705.6,1754.0,616.0,48351.0,257477.0,150.95977954971858,5.83,52.82,104.58,367.76,7.0,2.226,4060799160,7395.8,7395.8,1612.2,4.0,0.4146,0.995,24.4,2.0,1349.0,328.0,4.53,4.53,38.71,38.71,68.53,68.53,0.0,True,True,False,True
episode-1f04823317c4be0e6ce9,Government of Nepal BIPAD Portal,2014,7,29,Western Region,Kaski,Machhapuchchhre,FLOOD,0,0,1,0,0,0,0,0.0,False,28.34628,83.99007,2094.06,1637.0,1118.0,125673.0,492098.0,234.99708699846232,3.33,25.94,68.02,479.15,7.0,1.418,4060905060,42541.3,42541.3,808.3,3.0,0.1876,2.68,41.2,2.0,1443.0,552.0,4.446,8.25,19.418,25.94,63.037,70.44,6.522,True,True,False,True
episode-51bdeaae0771ff876dbb,Government of Nepal BIPAD Portal,2014,7,29,Central Region,Rasuwa,Gosaikunda,FLOOD,1,0,0,0,0,0,0,0.0,False,28.1755,85.46091,1528.33,4344.0,2822.0,9778.0,43300.0,28.331577604313207,5.05,14.16,62.53,268.99,7.0,1.665,4060905060,42541.3,42541.3,808.3,3.0,1.2074,0.569,13.2,1.0,4405.0,1038.0,4.446,8.25,19.418,25.94,63.037,70.44,6.522,True,True,False,True
episode-80a5245d13a11bea9177,Government of Nepal BIPAD Portal,2014,7,30,Central Region,Kathmandu,Kageshwori Manahora,FLOOD,0,1,0,0,0,0,0,0.0,False,27.69912,85.37856,415.64,1309.0,971.0,436344.0,1744240.0,4196.516215956116,9.0,20.43,54.12,286.84,7.0,1.064,4060901970,9894.8,9894.8,637.4,4.0,0.593,2.926,74.3,2.0,1320.0,43.0,5.01,5.01,16.72,16.72,52.1,52.1,0.0,True,True,False,True
episode-2a83ec18a3a526e149c7,Government of Nepal BIPAD Portal,2014,8,1,Central Region,Ramechhap,Gokulganga,FLOOD,0,0,0,0,0,0,0,0.0,False,27.53685,86.18811,1570.07,1539.0,1062.0,43910.0,202646.0,129.06813072028635,2.16,8.77,24.81,160.78,7.0,0.766,4060863940,18194.2,18195.0,814.5,4.0,0.3019,0.278,7.2,1.0,1793.0,590.0,2.737,4.33,10.521,14.36,27.563,35.19,3.839,True,True,False,True
episode-d15aeef9784761d478f7,Government of Nepal BIPAD Portal,2014,8,5,Central Region,Dolakha,Bigu,FLOOD,0,0,0,0,0,0,0,0.0,False,27.82349,86.22218,2154.64,1347.0,1587.0,45688.0,186557.0,86.58383767125831,0.19,14.2,35.53,158.09,6.0,1.318,4060863940,18194.2,18195.0,814.5,4.0,0.4824,69.789,2152.0,5.0,1566.0,645.0,0.457,2.09,17.191,27.3,35.239,46.97,10.109,True,True,False,True
episode-7b78a27e339f31ff24e4,Government of Nepal BIPAD Portal,2014,8,13,Mid-Western Region,Banke,Rapti Sonari,FLOOD,15,5,2,0,2771,7992,0,0.0,False,28.09534,81.84765,1886.48,178.0,124.0,94773.0,491313.0,260.439018701497,13.58,17.49,61.4,431.95,6.0,1.163,4060883570,25313.5,25313.6,1010.3,4.0,1.0578,1.643,78.7,2.0,189.0,27.0,27.394,41.22,42.016,53.59,79.854,93.71,11.574,True,True,False,True
episode-636634e37d4ee6982ae4,Government of Nepal BIPAD Portal,2014,8,13,Mid-Western Region,Bardiya,Barbardiya,FLOOD,33,15,2,0,3859,13517,0,0.0,False,28.36918,81.41147,2008.63,197.0,222.0,83176.0,426576.0,212.37161647491075,40.5,42.76,89.96,468.46,6.0,1.791,4060883690,24816.1,97223.6,1010.5,3.0,0.5135,0.333,13.8,1.0,177.0,27.0,38.297,42.58,43.17,50.64,89.103,96.68,7.47,True,True,False,True
episode-12509072330e41263f4c,Government of Nepal BIPAD Portal,2014,8,13,Eastern Region,Morang,Belbari,FLOOD,1,0,0,0,0,0,0,0.0,False,26.61037,87.46726,1830.38,114.0,118.0,213997.0,965370.0,527.415072280073,14.66,27.44,45.31,172.3,7.0,0.853,4060921230,13486.5,13486.6,433.3,3.0,0.2331,0.227,6.9,1.0,111.0,13.0,8.05,14.66,24.413,27.75,47.38,58.0,3.337,True,True,False,True
episode-419913e74b261fae69b1,Government of Nepal BIPAD Portal,2014,8,14,Mid-Western Region,Dang,Ghorahi,FLOOD,14,4,2,0,521,374,0,0.0,False,27.9672,82.44665,3014.79,851.0,624.0,116415.0,552583.0,183.2907101323807,110.09,157.8,197.43,549.61,7.0,3.757,4060883690,24816.1,97223.6,1010.5,3.0,1.5535,4.162,167.1,3.0,863.0,379.0,100.563,110.09,141.44,157.8,179.533,197.43,16.36,True,True,False,True
episode-70d0b09c488e115a7ca2,Government of Nepal BIPAD Portal,2014,8,14,Central Region,Dhanusa,Dhanusadham,FLOOD,1,0,0,0,0,0,0,0.0,False,26.83206,86.05628,1192.69,103.0,76.0,138249.0,754777.0,632.8358584376493,59.72,106.81,142.64,259.37,7.0,3.661,4060901010,6457.1,6457.2,641.4,4.0,0.5535,0.117,5.0,1.0,102.0,7.0,65.18,70.64,117.22,127.63,152.355,162.07,10.41,True,True,False,True
episode-9e554e48ceab15e0165e,Government of Nepal BIPAD Portal,2014,8,14,Central Region,Lalitpur,Konjyosom,FLOOD,1,0,0,0,0,0,0,0.0,False,27.54796,85.33968,397.01,1963.0,1139.0,109797.0,468132.0,1179.1441021636736,45.46,78.07,114.3,293.51,7.0,2.844,4060901970,9894.8,9894.8,637.4,4.0,0.4555,0.791,21.9,1.0,1726.0,229.0,67.31,67.31,102.94,102.94,145.39,145.39,0.0,True,True,False,True
episode-b8a43f75739a667d3375,Government of Nepal BIPAD Portal,2014,8,14,Central Region,Rautahat,Brindaban,FLOOD,0,0,0,0,0,0,0,0.0,False,26.98914,85.33443,1040.19,93.0,34.0,106668.0,686722.0,660.189003931974,67.31,102.94,145.39,291.17,7.0,3.008,4060901970,9894.8,9894.8,637.4,4.0,1.5786,5.161,183.0,3.0,90.0,4.0,67.31,67.31,102.94,102.94,145.39,145.39,0.0,True,True,False,True
episode-91670d424892c86732aa,Government of Nepal BIPAD Portal,2014,8,14,Eastern Region,Siraha,Golbazar,FLOOD,0,1,0,0,0,0,0,0.0,False,26.7425,86.3336,1143.52,116.0,75.0,117962.0,637328.0,557.3387435287533,70.64,127.63,162.07,265.66,7.0,3.577,4060900840,14880.1,63141.5,641.4,3.0,0.8428,1.499,62.1,2.0,113.0,8.0,53.444,70.64,83.208,127.63,109.412,162.07,44.422,True,True,False,True
episode-315a4ee4d9122fb5f0b4,Government of Nepal BIPAD Portal,2014,8,14,Mid-Western Region,Surkhet,Barahtal,FLOOD,34,91,26,0,1427,2439,0,0.0,False,28.65047,81.50876,2495.6,1330.0,612.0,72863.0,350804.0,140.56900144253888,97.76,139.07,176.42,556.24,6.0,3.512,4060806930,13845.3,13845.7,1540.1,4.0,1.2859,0.387,13.6,1.0,951.0,312.0,72.6,110.53,108.328,152.65,136.013,188.6,44.322,True,True,False,True
episode-f13be1603a68639ccd1f,Government of Nepal BIPAD Portal,2014,8,14,Eastern Region,Udayapur,Rautamai,FLOOD,1,0,0,0,1,0,0,0.0,False,26.93279,86.66463,2306.45,1037.0,610.0,66557.0,317532.0,137.6713130568623,59.72,106.81,142.64,259.37,7.0,3.661,4060900840,14880.1,63141.5,641.4,3.0,1.3378,0.346,12.6,1.0,1312.0,729.0,53.444,70.64,83.208,127.63,109.412,162.07,44.422,True,True,False,True
episode-3666ec37a5b6bc01808e,Government of Nepal BIPAD Portal,2014,8,15,Central Region,Parsa,Thori,FLOOD,0,0,0,0,1,0,0,0.0,False,27.22317,84.73056,1412.25,158.0,134.0,95536.0,601017.0,425.5740839086564,21.73,119.28,152.31,321.61,7.0,2.914,4060909770,12984.7,12984.8,638.8,3.0,0.3445,0.884,30.2,2.0,133.0,21.0,21.09,21.73,118.37,119.28,150.23,152.31,0.91,True,True,False,True
episode-c81371a3d01ffd0726d3,Government of Nepal BIPAD Portal,2014,8,16,Mid-Western Region,Salyan,Sharada,FLOOD,1,0,0,0,0,0,0,0.0,False,28.4,82.09154,1943.65,1413.0,721.0,46556.0,242444.0,124.736449463638,0.27,123.32,206.92,565.78,4.0,4.142,4060883690,24816.1,97223.6,1010.5,3.0,1.1129,0.3,13.4,1.0,1585.0,486.0,1.163,1.89,126.5,129.22,197.13,204.03,2.72,True,True,False,True
episode-425343e6646666a3614b,Government of Nepal BIPAD Portal,2014,8,17,Central Region,Mahottari,Aurahi,FLOOD,0,0,0,0,0,1,0,0.0,False,26.88482,85.81298,1004.92,105.0,73.0,111316.0,627580.0,624.5074234764957,15.6,35.4,145.9,287.23,7.0,3.745,4060901010,6457.1,6457.2,641.4,4.0,1.4485,2.65,106.7,2.0,107.0,13.0,17.995,20.39,38.375,41.35,159.95,174.0,2.975,True,True,False,True
episode-f86ffde7c590c1383aa9,Government of Nepal BIPAD Portal,2014,8,21,Central Region,Sindhuli,Kamalamai,FLOOD,2,2,0,0,0,0,0,0.0,False,27.18536,85.90753,2491.64,540.0,787.0,57581.0,296192.0,118.87431571174007,4.0,8.72,44.42,275.3,6.0,1.14,4060900840,14880.1,63141.5,641.4,3.0,0.537,2.95,96.2,2.0,636.0,158.0,3.222,4.0,19.068,28.16,49.864,61.07,9.092,True,True,False,True
episode-c8160e9fa6936d0d3e1c,Government of Nepal BIPAD Portal,2014,8,28,Central Region,Mahottari,Aurahi,FLOOD,0,0,0,0,3,0,0,0.0,False,26.88482,85.81298,1004.92,105.0,73.0,111316.0,627580.0,624.5074234764957,11.44,24.18,53.59,274.82,7.0,1.376,4060901010,6457.1,6457.2,641.4,4.0,1.4485,2.65,106.7,2.0,107.0,13.0,8.955,11.44,21.21,24.18,48.205,53.59,2.97,True,True,False,True
episode-064a5677523ecedee969,Government of Nepal BIPAD Portal,2014,8,28,Central Region,Ramechhap,Gokulganga,FLOOD,1,0,0,0,0,0,0,0.0,False,27.53685,86.18811,1570.07,1539.0,1062.0,43910.0,202646.0,129.06813072028635,12.56,23.44,51.7,236.78,7.0,1.597,4060863940,18194.2,18195.0,814.5,4.0,0.3019,0.278,7.2,1.0,1793.0,590.0,11.304,15.35,23.901,42.63,53.103,82.91,18.729,True,True,False,True
episode-2a36bf2b84c6227b01f0,Government of Nepal BIPAD Portal,2014,9,13,Mid-Western Region,Bardiya,Barbardiya,FLOOD,0,1,0,0,0,0,0,0.0,False,28.36918,81.41147,2008.63,197.0,222.0,83176.0,426576.0,212.37161647491075,6.94,61.49,100.61,217.9,6.0,3.295,4060883690,24816.1,97223.6,1010.5,3.0,0.5135,0.333,13.8,1.0,177.0,27.0,7.017,8.08,60.86,62.63,99.087,100.61,1.77,True,True,False,True
episode-20fb52c9aa6df9c5793e,Government of Nepal BIPAD Portal,2014,9,19,Eastern Region,Dhankuta,Dhankuta,FLOOD,0,0,0,0,0,4,0,0.0,False,27.00791,87.36671,902.79,1313.0,840.0,37637.0,163412.0,181.00776481795324,22.96,24.96,48.47,240.63,6.0,1.466,4060900840,14880.1,63141.5,641.4,3.0,0.0281,0.138,4.2,1.0,1006.0,379.0,26.818,34.15,31.808,44.03,50.02,70.97,12.222,True,True,False,True
episode-611e7505875155e412a7,Government of Nepal BIPAD Portal,2014,9,19,Central Region,Kathmandu,Kageshwori Manahora,FLOOD,0,0,0,0,0,0,0,0.0,False,27.69912,85.37856,415.64,1309.0,971.0,436344.0,1744240.0,4196.516215956116,33.86,41.44,63.84,256.6,7.0,2.45,4060901970,9894.8,9894.8,637.4,4.0,0.593,2.926,74.3,2.0,1320.0,43.0,31.94,31.94,39.74,39.74,67.46,67.46,0.0,True,True,False,True
episode-d196f0842d1a017de5a3,Government of Nepal BIPAD Portal,2014,9,19,Mid-Western Region,Rukum East,Sisne,FLOOD,1,0,0,0,0,0,0,0.0,False,28.73381,82.67046,2908.02,2547.0,620.0,41856.0,208567.0,71.72130865674927,2.47,3.56,28.77,220.36,6.0,0.962,4060806930,13845.3,13845.7,1540.1,4.0,0.7768,0.148,5.6,1.0,2500.0,829.0,6.25,14.12,9.32,19.95,26.402,52.0,10.63,True,True,False,True
episode-dfebcafe598d1ce2b130,Government of Nepal BIPAD Portal,2014,9,21,Eastern Region,Khotang,Halesi Tuwachung,FLOOD,0,0,0,0,0,0,0,0.0,False,27.15572,86.7091,1595.94,893.0,1215.0,42664.0,206312.0,129.27303031442284,5.51,64.27,77.96,264.22,7.0,2.871,4060863940,18194.2,18195.0,814.5,4.0,0.5252,0.447,13.4,1.0,778.0,543.0,3.613,4.39,56.089,74.75,63.741,87.49,18.661,True,True,False,True
episode-147fdeb50d20648c7920,Government of Nepal BIPAD Portal,2014,9,23,Far Western Region,Achham,Kamalbazar,FLOOD,1,0,0,0,0,0,0,0.0,False,29.06417,81.30663,1705.6,1754.0,616.0,48351.0,257477.0,150.95977954971858,0.04,0.3,1.82,145.02,1.0,0.077,4060799160,7395.8,7395.8,1612.2,4.0,0.4146,0.995,24.4,2.0,1349.0,328.0,0.01,0.01,0.33,0.33,1.52,1.52,0.0,True,True,False,True
episode-79948ee03e2fb9050ee3,Government of Nepal BIPAD Portal,2014,9,25,Central Region,Rautahat,Brindaban,FLOOD,1,1,0,0,0,0,0,0.0,False,26.98914,85.33443,1040.19,93.0,34.0,106668.0,686722.0,660.189003931974,27.25,41.72,127.41,263.62,7.0,3.928,4060901970,9894.8,9894.8,637.4,4.0,1.5786,5.161,183.0,3.0,90.0,4.0,27.25,27.25,41.72,41.72,127.41,127.41,0.0,True,True,False,True
episode-84231acd6c1a9d597db5,Government of Nepal BIPAD Portal,2014,9,29,Central Region,Makwanpur,Makawanpurgadhi,FLOOD,1,0,0,0,0,0,0,0.0,False,27.4427,85.08797,2459.34,985.0,1116.0,86127.0,420477.0,170.97148015321181,2.12,5.14,50.13,248.34,6.0,1.747,4060905060,42541.3,42541.3,808.3,3.0,0.2519,0.18,5.0,1.0,602.0,140.0,2.638,4.88,12.031,18.78,45.689,58.36,6.749,True,True,False,True
