event_id,source,year,month,day,region,district,municipality,cause,deaths,missing,injured,people_affected,houses_destroyed,houses_affected,evacuated,roads_damaged_km,transport_affected,latitude,longitude,district_area_sq_km,elevation_m,terrain_relief_m,households_2011,population_2011,population_density_2011,rainfall_1d_mm,rainfall_3d_mm,rainfall_7d_mm,rainfall_30d_mm,rainy_days_7d,rainfall_7d_anomaly,basin_id,sub_basin_area_sq_km,upstream_area_sq_km,distance_to_outlet_km,basin_order,nearest_river_distance_km,river_average_discharge_cms,river_upstream_area_sq_km,river_strahler_order,local_elevation_m,local_relief_m,casualty_label_known,housing_label_known,transport_label_known,severe_label_known
episode-a91bf80c2ba82e66a1ad,Government of Nepal BIPAD Portal,2017,7,1,Mid-Western Region,Mugu,Mugum Karmarong,FLOOD,0,3,0,0,0,0,0,0.0,False,29.67916,82.30447,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-6fd83f4641c780700125,Government of Nepal BIPAD Portal,2017,7,1,Eastern Region,Saptari,Rupani,FLOOD,1,0,0,0,3,0,0,0.0,False,26.60701,86.75179,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-09a66bef084171360076,Government of Nepal BIPAD Portal,2017,7,1,Western Region,Syangja,Bhirkot,FLOOD,0,1,0,0,0,0,0,0.0,False,28.05026,83.73811,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-5c1ca2ea72715d693b95,Government of Nepal BIPAD Portal,2017,7,2,Western Region,Parbat,Kushma,FLOOD,1,0,0,0,0,0,0,0.0,False,28.20228,83.69519,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-bc7bbed1cf5c27db523d,Government of Nepal BIPAD Portal,2017,7,2,Central Region,Sindhuli,Kamalamai,FLOOD,1,0,0,0,0,0,0,0.0,False,27.18536,85.90753,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-d695c457234d377ade3f,Government of Nepal BIPAD Portal,2017,7,2,Western Region,Syangja,Bhirkot,FLOOD,0,1,2,0,0,0,0,0.0,False,28.05026,83.73811,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-ac1730c733f2d44bd1b7,Government of Nepal BIPAD Portal,2017,7,9,Western Region,Parbat,Kushma,FLOOD,0,0,1,0,0,0,0,0.0,False,28.20228,83.69519,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-e578cd8b7d40084bce40,Government of Nepal BIPAD Portal,2017,7,9,Mid-Western Region,Rukum East,Sisne,FLOOD,0,0,0,0,1,2,0,0.0,False,28.73381,82.67046,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-3ae2925733edb64772bc,Government of Nepal BIPAD Portal,2017,7,10,Western Region,Kaski,Machhapuchchhre,FLOOD,2,0,0,0,0,0,0,0.0,False,28.34628,83.99007,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-8d22d204274253f225ab,Government of Nepal BIPAD Portal,2017,7,10,Western Region,Palpa,Mathagadhi,FLOOD,4,0,0,0,0,0,0,0.0,False,27.82173,83.63419,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-6bbf8c2e213fc87a32bd,Government of Nepal BIPAD Portal,2017,7,10,Western Region,Tanahu,Rhishing,FLOOD,1,0,0,0,0,0,0,0.0,False,27.93572,84.24996,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-5011b5290af23501c29b,Government of Nepal BIPAD Portal,2017,7,11,Western Region,Kaski,Machhapuchchhre,FLOOD,1,0,0,0,0,0,0,0.0,False,28.34628,83.99007,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-dc596c65e8aab31b3107,Government of Nepal BIPAD Portal,2017,7,14,Central Region,Kathmandu,Kageshwori Manahora,FLOOD,1,0,0,0,0,0,0,0.0,False,27.69912,85.37856,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-a8153069065d10369992,Government of Nepal BIPAD Portal,2017,7,15,Central Region,Sindhupalchok,Jugal,FLOOD,0,1,0,0,3,0,0,0.0,False,27.90711,85.75568,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-e4b9e34731494950f22c,Government of Nepal BIPAD Portal,2017,7,16,Eastern Region,Jhapa,Barhadashi,FLOOD,1,0,0,0,0,0,0,0.0,False,26.58323,87.91446,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-32b921254fef22660075,Government of Nepal BIPAD Portal,2017,7,16,Central Region,Ramechhap,Gokulganga,FLOOD,2,3,9,0,3,0,0,0.0,False,27.53685,86.18811,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-eed93253ad2188d9db08,Government of Nepal BIPAD Portal,2017,7,18,Central Region,Nuwakot,Suryagadhi,FLOOD,0,0,0,0,0,0,0,0.0,False,27.92448,85.24446,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-507e477e6e5d0af46380,Government of Nepal BIPAD Portal,2017,7,29,Central Region,Nuwakot,Suryagadhi,FLOOD,1,0,0,0,0,0,0,0.0,False,27.92448,85.24446,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-b4d2305a000d8fef32b3,Government of Nepal BIPAD Portal,2017,7,30,Western Region,Baglung,Dhorpatan,FLOOD,0,1,0,0,0,0,0,0.0,False,28.35288,83.27139,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-e0be7b5817a9e801a1f7,Government of Nepal BIPAD Portal,2017,7,30,Eastern Region,Solukhumbu,Khumbu Pasanglhamu,FLOOD,0,0,0,0,5,0,0,0.0,False,27.72488,86.68194,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-43fbe310753e62874177,Government of Nepal BIPAD Portal,2017,8,2,Western Region,Kapilbastu,Buddhabhumi,FLOOD,0,1,0,0,0,0,0,0.0,False,27.62682,82.96838,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-53d399195774bc28e0a9,Government of Nepal BIPAD Portal,2017,8,2,Eastern Region,Saptari,Rupani,FLOOD,0,0,0,0,0,0,0,0.0,False,26.60701,86.75179,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-0d52fde73ae475fdabde,Government of Nepal BIPAD Portal,2017,8,2,Eastern Region,Solukhumbu,Khumbu Pasanglhamu,FLOOD,1,0,0,0,0,0,0,0.0,False,27.72488,86.68194,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-8c2216b6c34f24729a67,Government of Nepal BIPAD Portal,2017,8,3,Central Region,Bhaktapur,Bhaktapur,FLOOD,1,0,0,0,0,0,0,0.0,False,27.67418,85.44123,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-802c2d1a01d3517a4f5b,Government of Nepal BIPAD Portal,2017,8,3,Far Western Region,Kanchanpur,Shuklaphanta National Park,FLOOD,0,1,0,0,0,0,0,0.0,False,28.84298,80.31147,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-9d7803a7d051341718d8,Government of Nepal BIPAD Portal,2017,8,3,Western Region,Kapilbastu,Buddhabhumi,FLOOD,2,0,0,0,0,0,0,0.0,False,27.62682,82.96838,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-8ec22921f75647ea3cba,Government of Nepal BIPAD Portal,2017,8,3,Western Region,Nawalparasi East,Madhyabindu,FLOOD,1,0,0,0,0,0,0,0.0,False,27.61064,84.00745,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-febf0978def8488c81e0,Government of Nepal BIPAD Portal,2017,8,3,Eastern Region,Sunsari,Inaruwa,FLOOD,0,1,0,0,0,0,0,0.0,False,26.64064,87.12722,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-1bc3820897afbf52bce7,Government of Nepal BIPAD Portal,2017,8,3,Western Region,Syangja,Bhirkot,FLOOD,1,0,0,0,0,0,0,0.0,False,28.05026,83.73811,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-ba8d7bd0e4e145efc3c0,Government of Nepal BIPAD Portal,2017,8,4,Central Region,Bara,Jitpur Simara,FLOOD,0,0,0,0,7,10,0,0.0,False,27.10642,85.06984,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-eabdca5fe81967df585f,Government of Nepal BIPAD Portal,2017,8,4,Mid-Western Region,Bardiya,Barbardiya,FLOOD,0,0,0,0,0,10,0,0.0,False,28.36918,81.41147,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-971f4b8c3fab5ee76a9d,Government of Nepal BIPAD Portal,2017,8,4,Far Western Region,Kailali,Gauriganga,FLOOD,0,0,0,0,0,0,0,0.0,False,28.74013,80.89463,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-a2caee6b29b8be2576c3,Government of Nepal BIPAD Portal,2017,8,4,Western Region,Nawalparasi East,Madhyabindu,FLOOD,2,0,0,0,0,135,0,0.0,False,27.61064,84.00745,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-c497ada1e09c049f213a,Government of Nepal BIPAD Portal,2017,8,4,Western Region,Palpa,Mathagadhi,FLOOD,1,0,0,0,0,0,0,0.0,False,27.82173,83.63419,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-f917c6425ac9b176cb3b,Government of Nepal BIPAD Portal,2017,8,4,Central Region,Parsa,Thori,FLOOD,0,0,0,0,1,0,0,0.0,False,27.22317,84.73056,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-b62ee6556c990ce73f3d,Government of Nepal BIPAD Portal,2017,8,4,Western Region,Rupandehi,Tilottama,FLOOD,0,0,0,0,0,4,0,0.0,False,27.57833,83.42932,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-2cb9ae6f5f14cffde546,Government of Nepal BIPAD Portal,2017,8,5,Mid-Western Region,Bardiya,Barbardiya,FLOOD,0,1,0,0,0,0,0,0.0,False,28.36918,81.41147,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-21207f0e71f661fc73a2,Government of Nepal BIPAD Portal,2017,8,6,Central Region,Rasuwa,Gosaikunda,FLOOD,0,0,0,0,1,2,0,0.0,False,28.1755,85.46091,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-aa75b83ec3160b9da056,Government of Nepal BIPAD Portal,2017,8,8,Far Western Region,Dadeldhura,Alital,FLOOD,0,0,1,0,0,0,0,0.0,False,29.20864,80.48616,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-00a029f0f1e05fc7f34b,Government of Nepal BIPAD Portal,2017,8,8,Central Region,Kathmandu,Kageshwori Manahora,FLOOD,0,0,1,0,0,0,0,0.0,False,27.69912,85.37856,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-02feaad89ef97e7ed2e4,Government of Nepal BIPAD Portal,2017,8,8,Eastern Region,Sunsari,Inaruwa,FLOOD,0,1,0,0,0,0,0,0.0,False,26.64064,87.12722,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-43ad2ef4e2403242cdc5,Government of Nepal BIPAD Portal,2017,8,9,Mid-Western Region,Dang,Ghorahi,FLOOD,1,0,0,0,0,0,0,0.0,False,27.9672,82.44665,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-5675bd3912a1ebc320a5,Government of Nepal BIPAD Portal,2017,8,9,Western Region,Kaski,Machhapuchchhre,FLOOD,0,0,0,0,13,0,0,0.0,False,28.34628,83.99007,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-91cc15c949440ad223a6,Government of Nepal BIPAD Portal,2017,8,10,Eastern Region,Jhapa,Barhadashi,FLOOD,0,0,0,0,0,9,0,0.0,False,26.58323,87.91446,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-27580f7f8a0df7e6859e,Government of Nepal BIPAD Portal,2017,8,10,Eastern Region,Saptari,Rupani,FLOOD,1,0,0,0,0,0,0,0.0,False,26.60701,86.75179,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-825a877eae5d8656ba61,Government of Nepal BIPAD Portal,2017,8,11,Eastern Region,Jhapa,Barhadashi,FLOOD,0,0,0,0,0,60,0,0.0,False,26.58323,87.91446,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-5c60864acae43a0eadac,Government of Nepal BIPAD Portal,2017,8,11,Central Region,Mahottari,Aurahi,FLOOD,0,0,0,0,5,0,0,0.0,False,26.88482,85.81298,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-049220d8147db8bef138,Government of Nepal BIPAD Portal,2017,8,11,Western Region,Nawalparasi East,Madhyabindu,FLOOD,0,1,0,0,0,0,0,0.0,False,27.61064,84.00745,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-a51478a158d45ea4ddc4,Government of Nepal BIPAD Portal,2017,8,11,Central Region,Rautahat,Brindaban,FLOOD,0,0,0,0,4,0,0,0.0,False,26.98914,85.33443,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-21afc671007eb2724079,Government of Nepal BIPAD Portal,2017,8,11,Eastern Region,Saptari,Rupani,FLOOD,0,0,0,0,0,60,0,0.0,False,26.60701,86.75179,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-935030a7880051af648b,Government of Nepal BIPAD Portal,2017,8,12,Central Region,Bara,Jitpur Simara,FLOOD,1,0,0,0,6,350,0,0.0,False,27.10642,85.06984,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-f88efa8c10f59a52cb56,Government of Nepal BIPAD Portal,2017,8,12,Mid-Western Region,Bardiya,Barbardiya,FLOOD,1,0,0,0,13,457,0,0.0,False,28.36918,81.41147,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-6df1379b093f23a35f65,Government of Nepal BIPAD Portal,2017,8,12,Central Region,Chitwan,Bharatpur,FLOOD,0,0,0,0,16,300,0,0.0,False,27.61645,84.36001,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-be948d5cc7fb369d42f9,Government of Nepal BIPAD Portal,2017,8,12,Mid-Western Region,Dang,Ghorahi,FLOOD,2,0,2,0,21,0,0,0.0,False,27.9672,82.44665,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-7011d234f140ca78151b,Government of Nepal BIPAD Portal,2017,8,12,Central Region,Dhanusa,Dhanusadham,FLOOD,1,0,0,0,30,253,0,0.0,False,26.83206,86.05628,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-7d667252d4a39582a2b3,Government of Nepal BIPAD Portal,2017,8,12,Western Region,Gorkha,Dharche,FLOOD,0,0,0,0,0,7,0,0.0,False,28.27345,84.8101,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-05e77d1320882e81b594,Government of Nepal BIPAD Portal,2017,8,12,Eastern Region,Ilam,Ilam,FLOOD,0,0,0,0,1,0,0,0.0,False,26.88507,87.89616,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-842e5c19a1efccafc6a5,Government of Nepal BIPAD Portal,2017,8,12,Eastern Region,Jhapa,Barhadashi,FLOOD,5,2,0,0,20,2292,0,0.0,False,26.58323,87.91446,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-0627f323496021e4c787,Government of Nepal BIPAD Portal,2017,8,12,Far Western Region,Kailali,Gauriganga,FLOOD,0,0,0,0,0,50,0,0.0,False,28.74013,80.89463,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-5c7284f1e6ec6cf7c079,Government of Nepal BIPAD Portal,2017,8,12,Central Region,Lalitpur,Konjyosom,FLOOD,0,0,0,0,4,0,0,0.0,False,27.54796,85.33968,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-53149179649b7989f939,Government of Nepal BIPAD Portal,2017,8,12,Central Region,Mahottari,Aurahi,FLOOD,1,0,0,0,27,35,0,0.0,False,26.88482,85.81298,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-e89c67039ae9ccda8ef5,Government of Nepal BIPAD Portal,2017,8,12,Central Region,Makwanpur,Makawanpurgadhi,FLOOD,2,0,2,0,0,0,0,0.0,False,27.4427,85.08797,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-9c26c5f38c3f72e5818d,Government of Nepal BIPAD Portal,2017,8,12,Eastern Region,Morang,Belbari,FLOOD,6,5,0,0,1,2860,0,0.0,False,26.61037,87.46726,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-47fa2a11fec63bbee3e9,Government of Nepal BIPAD Portal,2017,8,12,Western Region,Nawalparasi East,Madhyabindu,FLOOD,0,0,0,0,1,132,0,0.0,False,27.61064,84.00745,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-65d5fab6c6a25def8a85,Government of Nepal BIPAD Portal,2017,8,12,Eastern Region,Panchthar,Phidim,FLOOD,0,1,0,0,0,0,0,0.0,False,27.14773,87.78498,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-1184dc8d8549c0e18ce1,Government of Nepal BIPAD Portal,2017,8,12,Central Region,Parsa,Thori,FLOOD,0,0,0,0,0,250,0,0.0,False,27.22317,84.73056,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-d62347df65846b52bd78,Government of Nepal BIPAD Portal,2017,8,12,Central Region,Rautahat,Brindaban,FLOOD,0,1,0,0,0,94,0,0.0,False,26.98914,85.33443,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-d5b2d68b7ed2ebadd976,Government of Nepal BIPAD Portal,2017,8,12,Eastern Region,Saptari,Rupani,FLOOD,0,0,0,0,13,2065,0,0.0,False,26.60701,86.75179,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-d15e799632763ceee31a,Government of Nepal BIPAD Portal,2017,8,12,Central Region,Sarlahi,Haripur,FLOOD,2,0,0,0,0,0,0,0.0,False,26.96729,85.57183,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-5f0f54bf0f728921a008,Government of Nepal BIPAD Portal,2017,8,12,Central Region,Sindhuli,Kamalamai,FLOOD,0,0,1,0,0,0,0,0.0,False,27.18536,85.90753,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-d19dbb8d291b5ba7228e,Government of Nepal BIPAD Portal,2017,8,12,Eastern Region,Siraha,Golbazar,FLOOD,0,0,0,0,5,0,0,0.0,False,26.7425,86.3336,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-3226108f8758e2757693,Government of Nepal BIPAD Portal,2017,8,12,Eastern Region,Solukhumbu,Khumbu Pasanglhamu,FLOOD,0,0,0,0,0,1,0,0.0,False,27.72488,86.68194,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-5c52e04ba041c935ec1a,Government of Nepal BIPAD Portal,2017,8,12,Eastern Region,Sunsari,Inaruwa,FLOOD,9,3,3,0,0,270,0,0.0,False,26.64064,87.12722,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-8ed36c0d07dc6d477fbe,Government of Nepal BIPAD Portal,2017,8,13,Central Region,Bara,Jitpur Simara,FLOOD,1,1,1,0,0,0,0,0.0,False,27.10642,85.06984,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-7e822cb287037bb5b92b,Government of Nepal BIPAD Portal,2017,8,13,Mid-Western Region,Bardiya,Barbardiya,FLOOD,1,0,0,0,0,0,0,0.0,False,28.36918,81.41147,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-1e6d30c124f6988fc00f,Government of Nepal BIPAD Portal,2017,8,13,Central Region,Chitwan,Bharatpur,FLOOD,3,0,1,0,0,0,0,0.0,False,27.61645,84.36001,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-2db36318f44355d1a2e2,Government of Nepal BIPAD Portal,2017,8,13,Mid-Western Region,Dang,Ghorahi,FLOOD,2,1,0,0,0,0,0,0.0,False,27.9672,82.44665,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-2cfcba312c023162e17e,Government of Nepal BIPAD Portal,2017,8,13,Central Region,Dhanusa,Dhanusadham,FLOOD,1,0,0,0,0,0,0,0.0,False,26.83206,86.05628,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-f9de7676965852d2860b,Government of Nepal BIPAD Portal,2017,8,13,Eastern Region,Jhapa,Barhadashi,FLOOD,2,1,0,0,0,0,0,0.0,False,26.58323,87.91446,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-7ce05784cc11aa7c86f4,Government of Nepal BIPAD Portal,2017,8,13,Far Western Region,Kailali,Gauriganga,FLOOD,0,0,0,0,0,2500,0,0.0,False,28.74013,80.89463,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-e29efb38691b3e5acdfd,Government of Nepal BIPAD Portal,2017,8,13,Mid-Western Region,Kalikot,Pachaljharana,FLOOD,1,0,1,0,0,0,0,0.0,False,29.21559,81.74506,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-2863f654d4c98aeafd0a,Government of Nepal BIPAD Portal,2017,8,13,Central Region,Mahottari,Aurahi,FLOOD,1,0,0,0,0,0,0,0.0,False,26.88482,85.81298,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-7ce7b36abe6b94b2a21e,Government of Nepal BIPAD Portal,2017,8,13,Central Region,Makwanpur,Makawanpurgadhi,FLOOD,3,0,0,0,1,0,0,0.0,False,27.4427,85.08797,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-f70f5010c954dcbb0f6e,Government of Nepal BIPAD Portal,2017,8,13,Eastern Region,Morang,Belbari,FLOOD,1,0,1,0,0,0,0,0.0,False,26.61037,87.46726,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-9a46d1f57b3c461dbccd,Government of Nepal BIPAD Portal,2017,8,13,Western Region,Nawalparasi East,Madhyabindu,FLOOD,0,1,0,0,0,311,0,0.0,False,27.61064,84.00745,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-768cc38999eea5b421bb,Government of Nepal BIPAD Portal,2017,8,13,Central Region,Parsa,Thori,FLOOD,3,0,0,0,0,0,0,0.0,False,27.22317,84.73056,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-170a711c8480ee6e2dc4,Government of Nepal BIPAD Portal,2017,8,13,Central Region,Rautahat,Brindaban,FLOOD,11,2,2,0,0,0,0,0.0,False,26.98914,85.33443,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-60f5d29d0d30d9fedd14,Government of Nepal BIPAD Portal,2017,8,13,Western Region,Rupandehi,Tilottama,FLOOD,0,0,0,0,1,0,0,0.0,False,27.57833,83.42932,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-40db71d9ca469ae9771f,Government of Nepal BIPAD Portal,2017,8,13,Eastern Region,Saptari,Rupani,FLOOD,1,0,0,0,6,300,0,0.0,False,26.60701,86.75179,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-35238be418cef2aec493,Government of Nepal BIPAD Portal,2017,8,13,Central Region,Sarlahi,Haripur,FLOOD,1,2,0,0,0,0,0,0.0,False,26.96729,85.57183,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-808ca6a89b87cbcb495d,Government of Nepal BIPAD Portal,2017,8,13,Central Region,Sindhuli,Kamalamai,FLOOD,0,0,0,0,6,0,0,0.0,False,27.18536,85.90753,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-79003670b8d0d4646c78,Government of Nepal BIPAD Portal,2017,8,13,Eastern Region,Udayapur,Rautamai,FLOOD,1,0,0,0,0,490,0,0.0,False,26.93279,86.66463,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-6878c7970e2c214daf2d,Government of Nepal BIPAD Portal,2017,8,14,Mid-Western Region,Banke,Rapti Sonari,FLOOD,1,0,0,0,0,0,0,0.0,False,28.09534,81.84765,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-b6a299019383e35c3f3a,Government of Nepal BIPAD Portal,2017,8,14,Mid-Western Region,Bardiya,Barbardiya,FLOOD,1,0,2,0,0,0,0,0.0,False,28.36918,81.41147,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-c9fe7233024c525e99fa,Government of Nepal BIPAD Portal,2017,8,14,Central Region,Chitwan,Bharatpur,FLOOD,0,0,0,0,13,200,0,0.0,False,27.61645,84.36001,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-21458d86d9be87e9c36c,Government of Nepal BIPAD Portal,2017,8,14,Central Region,Dhanusa,Dhanusadham,FLOOD,1,0,1,0,0,0,0,0.0,False,26.83206,86.05628,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-df8c8e2dae0e2ff5512a,Government of Nepal BIPAD Portal,2017,8,14,Eastern Region,Jhapa,Barhadashi,FLOOD,3,0,0,0,0,10,0,0.0,False,26.58323,87.91446,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-e3bffe7d6cb74e14a948,Government of Nepal BIPAD Portal,2017,8,14,Western Region,Kapilbastu,Buddhabhumi,FLOOD,0,0,0,0,1,1,0,0.0,False,27.62682,82.96838,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-4fa87b37078923efc9a5,Government of Nepal BIPAD Portal,2017,8,14,Central Region,Mahottari,Aurahi,FLOOD,4,0,0,0,0,0,0,0.0,False,26.88482,85.81298,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-917637352818b2ce034f,Government of Nepal BIPAD Portal,2017,8,14,Central Region,Makwanpur,Makawanpurgadhi,FLOOD,0,0,0,0,14,11,0,0.0,False,27.4427,85.08797,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-81e706c66a39e8382d85,Government of Nepal BIPAD Portal,2017,8,14,Eastern Region,Morang,Belbari,FLOOD,8,0,0,0,0,0,0,0.0,False,26.61037,87.46726,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-7934807b5e09237c0201,Government of Nepal BIPAD Portal,2017,8,14,Western Region,Nawalparasi East,Madhyabindu,FLOOD,0,0,0,0,5,49,0,0.0,False,27.61064,84.00745,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-f89d1602dce00360e29e,Government of Nepal BIPAD Portal,2017,8,14,Central Region,Parsa,Thori,FLOOD,2,0,0,0,0,0,0,0.0,False,27.22317,84.73056,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-08a525957f3bde2a8573,Government of Nepal BIPAD Portal,2017,8,14,Central Region,Rautahat,Brindaban,FLOOD,3,0,0,0,0,0,0,0.0,False,26.98914,85.33443,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-bf4f991aaa38df95df91,Government of Nepal BIPAD Portal,2017,8,14,Western Region,Rupandehi,Tilottama,FLOOD,0,0,0,0,0,300,0,0.0,False,27.57833,83.42932,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-1ca48f3a0c1b2117f325,Government of Nepal BIPAD Portal,2017,8,14,Eastern Region,Saptari,Rupani,FLOOD,2,0,0,0,0,0,0,0.0,False,26.60701,86.75179,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-8986c8178aace36e6e14,Government of Nepal BIPAD Portal,2017,8,14,Central Region,Sarlahi,Haripur,FLOOD,2,1,0,0,0,0,0,0.0,False,26.96729,85.57183,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
episode-5b2ec38660ec78590642,Government of Nepal BIPAD Portal,2017,8,14,Eastern Region,Siraha,Golbazar,FLOOD,0,0,0,0,4,0,0,0.0,False,26.7425,86.3336,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True
